playerid,Name,Pos,Bats,Thr,Prev Team,Age,Service Time,2024 WAR,Proj WAR,Med Years,Med Total,Med AAV,QO,Signing Team,Years,Total Salary,AAV
10231,Jose Iglesias,2B/SS,R,R,NYM,35,10.158,2.542209387,1.357910037,,0,,,,,,
19339,Nicky Lopez,2B/SS,L,R,CHW,30,5.139,0.867200553,0.527537107,,0,,,,,,
sa3012639,Hyeseong Kim,2B/SS,L,R,KBO,26,,,1.371313572,,0,,,LAD,3,12500000,4166666.667
17696,Kevin Newman,2B/SS/3B,R,R,ARI,31,6.046,1.403858542,0.323450655,,0,,,LAA,1,2750000,2750000
17678,Alex Bregman,3B,R,R,HOU,31,8.07,4.126927376,4.010169029,6,162000000,27000000,21050000,,,,
10681,Gio Urshela,3B,R,R,ATL,33,7.127,0.705790043,1.441568494,,0,,,ATH,1,2150000,2150000
17232,Yoán Moncada,3B,S,R,CHW,30,7.106,0.274865419,1.044775486,,0,,,,,,
19844,Abraham Toro,3B/1B,S,R,ATH,28,3.165,0.738176346,0.465081096,,0,,,,,,
16219,J.D. Davis,3B/1B,R,R,NYY,32,6.092,-0.421660721,0.198700204,,0,,,LAA,1,0,
8623,Donovan Solano,3B/1B/DH,R,R,SDP,37,9.057,0.785486758,0.702541292,,0,,,SEA,1,3500000,3500000
19734,Josh Rojas,3B/2B,L,R,SEA,31,4.126,1.884010077,1.063364506,,0,,,CHW,1,3500000,3500000
13836,Matt Duffy,3B/2B/1B,R,R,TEX,34,8.065,0.14520897,-0.033126757,,0,,,,,,
15937,Aledmys Díaz,3B/2B/1B/SS,R,R,HOU,34,8.054,-0.535102248,0.031023782,,0,,,,,,
14813,Kyle Farmer,3B/2B/SS,R,R,MIN,34,6.129,0.548573852,0.348677754,,0,,,COL,1,3250000,3250000
16622,Luis Urías,3B/2B/SS,R,R,SEA,28,5.024,0.193596452,0.495051265,,0,,,,,,
13324,Ildemaro Vargas,3B/2B/SS,S,R,WSN,33,5.007,-0.074742176,0.331107348,,0,,,,,,
10472,Enrique Hernández,3B/2B/SS/OF,R,R,LAD,33,10.054,0.705015123,0.643426955,1,5000000,5000000,,,,,
12037,Jon Berti,3B/2B/SS/OF,R,R,NYY,35,5.168,0.255673319,0.377124727,,0,,,CHC,1,2000000,2000000
19293,Nick Senzel,3B/LF/RF,R,R,CHW,30,5.127,-0.518344283,0.136356309,,0,,,,,,
7739,Travis d'Arnaud,C,R,R,ATL,36,11.044,1.840885758,1.296812057,1,7000000,7000000,,LAA,2,12000000,6000000
13620,Carson Kelly,C,R,R,TEX,30,6.161,1.796226025,1.498099327,,0,,,CHC,2,11500000,5750000
5517,Kyle Higashioka,C,R,R,SDP,35,6.005,1.554368496,1.323746085,,0,,,TEX,2,13500000,6750000
11368,Yasmani Grandal,C,S,R,PIT,36,12.115,1.356609344,1.190533519,,0,,,,,,
13723,Jacob Stallings,C,R,R,COL,35,6.149,0.942353189,0.066558465,,0,,,COL,1,2500000,2500000
16535,Danny Jansen,C,R,R,BOS,30,6.05,0.547074854,1.551423192,2,16000000,8000000,,TBR,1,8500000,8500000
11680,Elias Díaz,C,R,R,SDP,34,8.087,0.519003808,0.316634774,,0,,,,,,
12976,Austin Hedges,C,R,R,CLE,32,8.166,0.416651368,0.661879182,,0,,,CLE,1,4000000,4000000
15271,Austin Wynns,C,R,R,CIN,34,4.017,0.362608045,0.015543396,,0,,,CIN,1,0,
10028,Christian Bethancourt,C,R,R,CHC,33,5.023,0.228358403,0.367910713,,0,,,TOR,1,0,
12859,James McCann,C,R,R,BAL,35,10.028,0.198404089,0.514716268,,0,,,,,,
15674,Reese McGuire,C,L,R,BOS,30,4.155,0.160099998,0.166830182,,0,,,,,,
13755,Tomás Nido,C,R,R,CHC,31,5.121,0.140779555,0.046715464,,0,,,DET,1,0,
12510,Curt Casali,C,R,R,SFG,36,8.117,-0.409732401,0.108376846,,0,,,ATL,1,0,
10200,Tucker Barnhart,C,L,R,ARI,34,9.148,-0.442708403,0.006513849,,0,,,TEX,1,0,
13355,Luke Maile,C,R,R,CIN,34,7.148,-0.706234336,0.128718257,,0,,,,,,
13338,Omar Narváez,C,L,R,NYM,33,7.159,-0.989980578,0.016699238,,0,,,CHW,1,0,
9627,Yan Gomes,C,R,R,CHC,37,11.169,-1.181063652,0.031120995,,0,,,,,,
6887,Martín Maldonado,C,R,R,CHW,38,12.1,-1.500829101,-0.295755565,,0,,,SDP,1,0,
10059,Max Stassi,C,R,R,CHW,34,8.033,,0.0024113,,0,,,SFG,1,0,
11442,Gary Sánchez,C/DH,R,R,MIL,32,8.05,0.343555897,0.760864317,,0,,,BAL,1,8500000,8500000
18030,Harrison Bader,CF,R,R,NYM,31,7.03,1.325333476,1.121482491,1,10000000,10000000,,,,,
11489,Michael A. Taylor,CF,R,R,PIT,34,9.129,0.431915998,0.244361013,1,4000000,4000000,,,,,
15274,Mike Tauchman,CF/LF/RF,L,L,CHC,34,4.143,1.052304029,1.365836143,,0,,,CHW,1,1950000,1950000
6184,J.D. Martinez,DH,R,R,NYM,37,13.021,0.617598474,0.082596496,1,9000000,9000000,,,,,
9847,Andrew McCutchen,DH,R,R,PIT,38,15.123,0.486941844,0.068961494,,0,,,PIT,1,5000000,5000000
14130,Daniel Vogelbach,DH,L,R,TOR,32,6.049,-0.322744936,0.110803269,,0,,,,,,
11899,Joc Pederson,DH/LF/RF,L,L,ARI,33,10.028,2.961045265,1.855531096,2,28000000,14000000,,TEX,2,37000000,18500000
17484,Eloy Jiménez,DH/RF/LF,R,R,BAL,28,6,-0.920132816,0.500845373,1,6000000,6000000,,TBR,1,0,
10815,Jurickson Profar,LF,S,R,SDP,32,10.165,4.30433321,1.900441408,3,45000000,15000000,,ATL,3,42000000,14000000
20123,Juan Soto,LF/RF,L,L,NYY,26,6.134,8.140358925,6.451408386,13,585000000,45000000,21050000,NYM,15,765000000,51000000
16376,Michael Conforto,LF/RF,L,R,SFG,32,8.043,1.271223783,1.335659742,1,12000000,12000000,,LAD,1,17000000,17000000
10950,Adam Duvall,LF/RF,R,R,ATL,36,8.151,-1.016972661,0.015099362,1,3000000,3000000,,,,,
11445,Mark Canha,LF/RF/1B,R,R,SFG,36,9.092,1.001675367,0.73441565,1,8000000,8000000,,,,,
15711,Tyler O'Neill,LF/RF/CF,R,R,BOS,30,6.059,2.48934865,2.011765003,3,51000000,17000000,,BAL,3,49500000,16500000
10243,Randal Grichuk,LF/RF/CF,R,R,ARI,33,10.033,1.543186665,0.441929132,,0,,,,,,
12434,Kevin Pillar,LF/RF/CF,R,R,LAA,36,10.072,0.549060285,0.110319711,,0,,,,,,
19363,Austin Hays,LF/RF/CF,R,R,PHI,29,5.057,0.208033785,0.526693404,,0,,,,,,
14712,Manuel Margot,LF/RF/CF,R,R,MIN,30,8.012,-0.196648762,0.547602355,,0,,,,,,
13590,Jesse Winker,LF/RF/DH,L,L,NYM,31,7.08,1.251511693,1.021210194,2,14000000,7000000,,NYM,1,7500000,7500000
2967,Tommy Pham,LF/RF/DH,R,R,KCR,37,9.092,-0.077418678,0.506762147,1,3000000,3000000,,,,,
12155,Eddie Rosario,LF/RF/DH,L,R,ATL,33,9.08,-2.023011684,-0.099840298,,0,,,,,,
13066,Teoscar Hernández,RF/LF,R,R,LAD,32,7.097,3.478037596,2.258911371,3,69000000,23000000,21050000,LAD,3,66000000,20940454
14551,Anthony Santander,RF/LF,S,R,BAL,30,6.162,3.31287837,2.65821147,4,80000000,20000000,21050000,TOR,5,92500000,18500000
12144,Max Kepler,RF/LF,L,L,MIN,32,8.152,0.961767793,1.041316032,2,22000000,11000000,,PHI,1,10000000,10000000
4940,Jason Heyward,RF/LF,L,L,HOU,35,15,0.830635965,0.389502734,1,6000000,6000000,,,,,
17027,Alex Verdugo,RF/LF,L,L,NYY,29,6.078,0.595861614,1.056162477,2,16000000,8000000,,,,,
2136,David Peralta,RF/LF,L,L,SDP,37,10.079,0.432590872,0.19515954,,0,,,,,,
12160,Ben Gamel,RF/LF,L,L,HOU,33,6.152,-0.021597963,0.242064029,,0,,,,,,
17766,DJ Stewart,RF/LF,L,R,NYM,31,3.144,-0.17781584,0.037260104,,0,,,PIT,1,0,
5254,Robbie Grossman,RF/LF,S,L,KCR,35,10.06,-0.568734169,-0.036673669,,0,,,,,,
17128,Ramón Laureano,RF/LF/CF,R,R,ATL,30,5.159,0.914701462,0.430118054,,0,,,,,,
16153,Austin Slater,RF/LF/CF,R,R,BAL,32,6.147,-0.144336402,0.479313076,1,4000000,4000000,,CHW,1,1750000,1750000
13768,Travis Jankowski,RF/LF/CF,L,R,TEX,34,7.153,-0.295943737,0.083911113,,0,,,,,,
20126,Dylan Carlson,RF/LF/CF,S,L,TBR,26,4.104,-1.035372376,0.606942236,,0,,,,,,
19600,Bryan De La Cruz,RF/LF/CF,R,R,PIT,28,3.056,-1.237318158,0.037507467,,0,,,ATL,0,0,
15986,Willy Adames,SS,R,R,MIL,29,6.105,4.757421017,3.894942045,6,150000000,25000000,21050000,SFG,7,182000000,26000000
27506,Ha-Seong Kim,SS,R,R,SDP,29,4,2.649892807,2.567387819,4,73520000,18380000,,,,,
12147,Nick Ahmed,SS,R,R,SDP,35,10.017,0.492154777,0.042335089,,0,,,,,,
15172,Tim Anderson,SS/2B,R,R,MIA,32,8.043,-1.444553494,0.059142917,,0,,,LAA,1,0,
18015,Paul DeJong,SS/3B,R,R,KCR,31,7.057,1.725168467,0.422653735,,0,,,,,,
