playerid,Name,Position,Bats,Throws,Prev_Team,Age,Service,WAR_19,WAR_proj,Years_Med,Total_Med,AAV_Med,QO,Signing_Team,Years,Total,AAV
11828,James Paxton,SP,L,L,BOS,35,9.2,1.0,,1,"$8,000,000","$8,000,000",,LAD,1,"$13,000,000","$13,000,000"
18282,Jarlín García,RP,L,L,PIT,31,6.1,,,,$0,,,,,,
7432,Jay Jackson,RP,R,R,TOR,36,2.0,0.1,,,$0,,,MIN,1,"$1,500,000","$1,500,000"
5448,Jesse Chavez,RP,R,R,ATL,40,13.0,0.7,,,$0,,,ATL,1,"$740,000","$740,000"
5114,Jeurys Familia,RP,R,R,OAK,34,10.0,-0.4,,,$0,,,,,,
10547,Jimmy Nelson,RP,R,R,LAD,35,9.1,,,,$0,,,,,,
15761,Joe Jiménez,RP,R,R,ATL,29,6.1,0.5,,,$0,,,ATL,3,"$26,000,000","$8,666,667"
9761,Joe Kelly,RP,R,R,LAD,36,11.0,0.8,,1,"$7,000,000","$7,000,000",,LAD,1,"$8,000,000","$8,000,000"
12972,Joe Ross,SP,R,R,SFG,31,6.0,,,,$0,,,MIL,1,"$1,750,000","$1,750,000"
11487,Joely Rodríguez,RP,L,L,BOS,32,4.1,0.0,,,$0,,,BOS,1,"$282,258","$282,258"
12777,John Brebbia,RP,L,R,SFG,34,6.1,0.3,,,$0,,,CHW,1,"$5,500,000","$5,500,000"
16128,John Curtiss,RP,R,R,NYM,31,3.1,0.0,,,$0,,,COL,1,$0,
6893,Johnny Cueto,SP,R,R,MIA,38,15.1,-0.7,,,$0,,,,,,
19618,Jordan Hicks,SP,R,R,TOR,27,6.0,1.1,,3,"$27,000,000","$9,000,000",,SFG,4,"$44,000,000","$11,000,000"
16511,Jordan Montgomery,SP,L,L,TEX,31,6.2,4.3,,5,"$105,000,000","$21,000,000",,ARI,2,"$47,500,000","$23,750,000"
14527,Jorge López,RP,R,R,BAL,31,5.1,-0.9,,,$0,,,NYM,1,"$2,000,000","$2,000,000"
6399,José Cisnero,RP,R,R,DET,35,6.0,0.0,,,$0,,,LAA,1,"$1,750,000","$1,750,000"
11589,José Ureña,SP,R,R,CHW,32,7.0,-0.6,,,$0,,,TEX,1,"$1,750,000","$1,750,000"
14212,Josh Hader,RP,L,L,SDP,30,6.1,1.7,,4,"$72,000,000","$18,000,000","$20,325,000",HOU,5,"$95,000,000","$19,000,000"
18335,Josh Staumont,RP,R,R,KCR,30,4.1,0.2,,,$0,,,MIN,1,"$950,000","$950,000"
6797,Julio Teheran,SP,R,R,MIL,33,10.0,0.3,,,$0,,,NYM,1,"$94,086","$94,086"
14765,Julio Urías,SP,L,L,LAD,27,6.1,1.2,,,$0,,,,,,
19268,Justin Dunn,SP,R,R,CIN,28,4.0,,,,$0,,,,,,
4301,Justin Wilson,RP,L,L,MIL,36,11.0,,,,$0,,,CIN,1,"$1,500,000","$1,500,000"
18498,Kenta Maeda,SP,R,R,MIN,36,8.0,1.6,,2,"$24,000,000","$12,000,000",,DET,2,"$24,000,000","$12,000,000"
15264,Keynan Middleton,RP,R,R,NYY,30,6.0,0.1,,,$0,,,STL,1,"$6,000,000","$6,000,000"
9073,Kirby Yates,RP,L,R,ATL,37,9.0,-0.2,,1,"$3,000,000","$3,000,000",,TEX,1,"$4,500,000","$4,500,000"
18694,Kolby Allard,SP,L,L,ATL,26,3.2,0.2,,,$0,,,PHI,1,"$1,000,000","$1,000,000"
10123,Kyle Gibson,SP,R,R,BAL,36,10.0,2.6,,1,"$12,000,000","$12,000,000",,STL,1,"$13,000,000","$13,000,000"
2520,Lance Lynn,SP,S,R,LAD,37,12.1,0.5,,1,"$10,000,000","$10,000,000",,STL,1,"$11,000,000","$11,000,000"
3548,Liam Hendriks,RP,R,R,CHW,35,9.2,-0.1,,,$0,,,BOS,2,"$10,000,000","$5,000,000"
15043,Lou Trivino,RP,R,R,NYY,32,5.2,,,,$0,,,NYY,1,"$1,500,000","$1,500,000"
15474,Lucas Giolito,SP,R,R,CLE,29,6.1,0.9,,2,"$30,000,000","$15,000,000",,BOS,2,"$38,500,000","$19,250,000"
6984,Luis García,RP,R,R,SDP,37,8.0,0.1,,,$0,,,LAA,1,"$4,250,000","$4,250,000"
15890,Luis Severino,SP,R,R,NYY,30,7.2,-0.5,,1,"$10,000,000","$10,000,000",,NYM,1,"$13,000,000","$13,000,000"
16918,Luke Weaver,SP,R,R,NYY,30,6.1,0.5,,,$0,,,NYY,2,"$4,500,000","$2,000,000"
5524,Madison Bumgarner,SP,R,L,ARI,34,12.2,-0.4,,,$0,,,,,,
13431,Marcus Stroman,SP,R,R,CHC,33,9.0,2.7,,3,"$66,000,000","$22,000,000",,NYY,2,"$37,000,000","$18,500,000"
4264,Mark Melancon,RP,R,R,ARI,39,13.1,,,,$0,,,,,,
6902,Martín Pérez,SP,L,L,TEX,33,11.0,0.4,,1,"$8,000,000","$8,000,000",,PIT,1,"$8,000,000","$8,000,000"
12863,Matt Barnes,RP,R,R,MIA,34,8.1,0.1,,,$0,,,WSN,1,"$451,613","$451,613"
13528,Matt Bowman,RP,R,R,NYY,33,4.0,-0.1,,,$0,,,BAL,1,"$800,000","$800,000"
1246,Matt Bush,RP,R,R,TEX,38,5.1,-0.7,,,$0,,,,,,
1890,Matt Moore,RP,L,L,MIA,35,11.0,0.6,,1,"$7,000,000","$7,000,000",,LAA,1,"$9,000,000","$9,000,000"
15440,Matthew Boyd,SP,L,L,DET,33,7.1,0.9,,,$0,,,CLE,1,"$1,750,000","$1,750,000"
13218,Michael Fulmer,RP,R,R,CHC,31,7.2,0.4,,,$0,,,BOS,1,$0,
14843,Michael Lorenzen,SP,R,R,PHI,32,8.2,1.7,,2,"$20,000,000","$10,000,000",,TEX,1,"$4,500,000","$4,500,000"
10315,Michael Tonkin,RP,R,R,ATL,34,3.1,0.1,,,$0,,,NYM,1,"$1,000,000","$1,000,000"
14078,Michael Wacha,SP,R,R,SDP,32,10.1,2.7,,3,"$39,000,000","$13,000,000",,KCR,2,"$32,000,000","$16,000,000"
12808,Mike Clevinger,SP,R,R,CHW,33,7.0,2.2,,2,"$24,000,000","$12,000,000",,CHW,1,"$3,000,000","$3,000,000"
10430,Mychal Givens,RP,R,R,BAL,34,8.0,-0.1,,,$0,,,MIA,1,$0,
33828,Naoyuki Uwasawa,SP,R,R,JPN,30,0.0,,,,$0,,,TBR,1,$0,
12730,Nick Martinez,SP,L,R,SDP,33,5.0,1.4,,2,"$18,000,000","$9,000,000",,CIN,2,"$26,000,000","$13,000,000"
15594,Nick Wittgren,RP,R,R,KCR,33,6.1,0.0,,,$0,,,,,,
11762,Noah Syndergaard,SP,L,R,CLE,31,8.1,-0.5,,,$0,,,,,,
18064,Phil Maton,RP,R,R,HOU,31,6.0,0.6,,,$0,,,TBR,1,"$6,500,000","$6,500,000"
13435,Pierce Johnson,RP,R,R,ATL,33,4.1,0.7,,,$0,,,ATL,2,"$14,250,000","$7,125,000"
16400,Reynaldo López,RP,R,R,CLE,30,6.0,0.8,,2,"$12,000,000","$6,000,000",,ATL,3,"$30,000,000","$10,000,000"
4806,Rich Hill,SP,L,L,SDP,44,14.1,0.7,,,$0,,,,,,
7803,Richard Bleier,RP,L,L,BOS,37,7.0,-0.1,,,$0,,,WSN,1,$0,
13594,Robert Stephenson,RP,R,R,TBR,31,6.0,1.0,,2,"$10,000,000","$5,000,000",,LAA,3,"$33,000,000","$11,000,000"
5615,Ryan Brasier,RP,R,R,LAD,36,6.1,1.1,,,$0,,,LAD,2,"$9,000,000","$4,500,000"
10291,Ryan Tepera,RP,R,R,STL,36,7.1,-0.3,,,$0,,,,,,
15947,Ryne Stanek,RP,R,R,HOU,32,6.0,0.1,,,$0,,,SEA,1,"$4,000,000","$4,000,000"
17264,Sam Coonrod,RP,R,R,NYM,31,4.1,-0.1,,,$0,,,,,,
10591,Scott Alexander,RP,L,L,SFG,34,6.1,0.7,,,$0,,,OAK,1,"$2,250,000","$2,250,000"
15873,Sean Manaea,SP,R,L,SFG,32,7.2,1.2,,2,"$24,000,000","$12,000,000",,NYM,2,"$28,000,000","$14,000,000"
12447,Seth Lugo,SP,R,R,SDP,34,7.1,2.9,,2,"$26,000,000","$13,000,000",,KCR,3,"$45,000,000","$15,000,000"
10756,Shane Greene,RP,R,R,CHC,35,7.0,0.0,,,$0,,,TEX,1,$0,
10197,Shelby Miller,RP,R,R,LAD,33,8.0,0.5,,,$0,,,DET,1,"$3,250,000","$3,250,000"
31839,Shintaro Fujinami,RP,R,R,BAL,30,1.0,0.2,,,$0,,,NYM,1,"$3,350,000","$3,350,000"
33829,Shota Imanaga,SP,L,L,JPN,30,0.0,,,,$0,,,CHC,4,"$53,250,000","$13,500,000"
12768,Sonny Gray,SP,R,R,MIN,34,10.1,5.4,,3,"$63,000,000","$21,000,000","$20,325,000",STL,3,"$75,000,000","$24,949,117"
16207,Spencer Turnbull,SP,R,R,DET,31,5.0,-0.1,,,$0,,,PHI,1,"$2,000,000","$2,000,000"
16814,Tim Hill,RP,R,L,SDP,34,5.1,-0.4,,,$0,,,CHW,1,"$1,800,000","$1,800,000"
12703,Trevor Bauer,SP,R,R,JPN,33,7.2,,,,$0,,,,,,
15046,Trevor Gott,RP,R,R,NYM,31,5.1,1.0,,,$0,,,OAK,1,"$1,500,000","$1,500,000"
17793,Trey Wingenter,RP,R,R,DET,30,4.0,0.1,,,$0,,,DET,1,$0,
14361,Ty Blach,SP,R,L,COL,33,3.1,0.1,,,$0,,,COL,1,$0,
13758,Tyler Duffey,RP,R,R,CHC,33,6.0,0.0,,,$0,,,KCR,1,"$1,081,989","$1,081,989"
16358,Tyler Mahle,SP,R,R,MIN,29,6.0,0.4,,,$0,,,TEX,2,"$22,000,000","$11,000,000"
15915,Víctor Arano,RP,R,R,WSN,29,4.0,,,,$0,,,,,,
11189,Vince Velasquez,SP,R,R,PIT,32,8.1,0.7,,,$0,,,,,,
8779,Wade Miley,SP,L,L,MIL,37,12.0,1.1,,1,"$8,000,000","$8,000,000",,MIL,1,"$8,500,000","$8,500,000"
14295,Wandy Peralta,RP,L,L,NYY,32,6.2,-0.4,,,$0,,,SDP,4,"$16,500,000","$4,125,000"
8048,Will Smith,RP,R,L,TEX,34,10.2,1.1,,1,"$4,000,000","$4,000,000",,KCR,1,"$5,000,000","$5,000,000"
sa3012630,Woo-Suk Go,RP,R,R,KBO,25,0.0,,,,$0,,,MIA,2,"$4,500,000","$2,250,000"
16401,Yonny Chirinos,SP,R,R,ATL,30,5.1,-0.3,,,$0,,,MIA,1,$0,
33825,Yoshinobu Yamamoto,SP,R,R,JPN,25,0.0,,,,$0,,,LAD,12,"$325,000,000","$27,083,333"
33826,Yuki Matsui,RP,L,L,JPN,28,0.0,,,,$0,,,SDP,5,"$28,000,000","$5,600,000"
13183,Zach Davies,SP,R,R,ARI,31,8.0,0.8,,,$0,,,WSN,1,$0,
2895,Zach McAllister,RP,R,R,NYY,36,6.1,-0.2,,,$0,,,,,,
19979,Zach Plesac,SP,R,R,CLE,29,3.1,0.2,,,$0,,,LAA,1,"$1,000,000","$1,000,000"
1943,Zack Greinke,SP,R,R,KCR,40,19.1,1.1,,1,"$7,000,000","$7,000,000",,,,,
