Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,playerid,MLBAMID
Andrew Heaney,TEX,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Andrew Heaney,15423,571760
Matthew Boyd,DET,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Matthew Boyd,15440,571510
Zack Weiss,- - -,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Zack Weiss,15444,592848
Mike Mayers,KCR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Mike Mayers,15451,594577
Nick Pivetta,BOS,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nick Pivetta,15454,601713
José De León,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose De Leon,15463,592254
Marco Gonzales,SEA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Marco Gonzales,15467,594835
Lucas Giolito,- - -,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Lucas Giolito,15474,608337
Antonio Senzatela,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Antonio Senzatela,15488,622608
Hunter Harvey,WSN,57,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Hunter Harvey,15507,640451
Kendall Graveman,- - -,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Kendall Graveman,15514,608665
Tyler Rogers,SFG,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tyler Rogers,15541,643511
Mark Leiter Jr.,CHC,69,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Mark Leiter Jr.,15551,643410
Chad Green,TOR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Chad Green,15552,643338
Nick Wittgren,KCR,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nick Wittgren,15594,621295
Miguel Castro,ARI,75,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Miguel Castro,15684,612434
Luis Castillo,SEA,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Luis Castillo,15689,622491
Jimmy Cordero,NYY,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jimmy Cordero,15690,622772
Brad Keller,KCR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brad Keller,15734,641745
Joe Jiménez,ATL,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Joe Jimenez,15761,641729
Devin Williams,MIL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Devin Williams,15816,642207
Zack Littell,- - -,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Zack Littell,15823,641793
Wander Suero,LAD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Wander Suero,15855,593833
Sean Manaea,SFG,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Sean Manaea,15873,640455
Luis Severino,NYY,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Luis Severino,15890,622663
Ryne Stanek,HOU,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ryne Stanek,15947,592773
Nick Burdi,CHC,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nick Burdi,16074,595897
Jordan Romano,TOR,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jordan Romano,16122,605447
John Curtiss,NYM,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,John Curtiss,16128,595928
Carlos Rodón,NYY,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Carlos Rodon,16137,607074
Aaron Nola,PHI,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Aaron Nola,16149,605400
Brandon Woodruff,MIL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brandon Woodruff,16162,605540
Spencer Turnbull,DET,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Spencer Turnbull,16207,605513
Jake Reed,LAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jake Reed,16209,596082
Tejay Antone,CIN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tejay Antone,16233,622088
Kyle Freeland,COL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Kyle Freeland,16256,607536
Aaron Bummer,CHW,61,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Aaron Bummer,16258,607481
John Means,BAL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,John Means,16269,607644
Gerardo Reyes,LAA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Gerardo Reyes,16306,622103
Ryan Borucki,PIT,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ryan Borucki,16350,621366
Tyler Mahle,MIN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tyler Mahle,16358,641816
Reynaldo López,- - -,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Reynaldo Lopez,16400,625643
Yonny Chirinos,- - -,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Yonny Chirinos,16401,630023
Victor González,LAD,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Victor Gonzalez,16408,624647
Brent Honeywell,- - -,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brent Honeywell,16466,641703
Ryan Yarbrough,- - -,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ryan Yarbrough,16502,642232
Jordan Montgomery,- - -,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jordan Montgomery,16511,656756
Austin Gomber,COL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Austin Gomber,16561,596295
Erik Swanson,TOR,69,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Erik Swanson,16587,657024
Bryan Abreu,HOU,72,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Bryan Abreu,16609,650556
Jeff Brigham,NYM,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jeff Brigham,16631,656257
Ryan Thompson,- - -,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ryan Thompson,16647,657044
Julian Merryweather,CHC,69,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Julian Merryweather,16703,657240
Brock Stewart,MIN,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brock Stewart,16727,592779
Vinny Nittoli,NYM,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Vinny Nittoli,16754,657697
Tim Hill,SDP,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tim Hill,16814,657612
Brennan Bernardino,BOS,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brennan Bernardino,16835,657514
Reed Garrett,- - -,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Reed Garrett,16866,657585
Luke Weaver,- - -,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Luke Weaver,16918,596133
Touki Toussaint,- - -,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Touki Toussaint,16929,657053
Luis F. Ortiz,PHI,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Luis F. Ortiz,16942,656814
Sean Newcomb,OAK,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Sean Newcomb,16943,656794
Trevor Williams,WSN,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Trevor Williams,16977,592866
Tanner Banks,CHW,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tanner Banks,16990,621383
Sean Reid-Foley,NYM,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Sean Reid-Foley,17034,656887
Pablo López,MIN,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Pablo Lopez,17085,641154
Domingo Acevedo,OAK,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Domingo Acevedo,17092,642758
Raisel Iglesias,ATL,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Raisel Iglesias,17130,628452
Domingo Germán,NYY,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Domingo German,17149,593334
José Castillo,SDP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose Castillo,17169,620454
Gabe Speier,SEA,69,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Gabe Speier,17170,642100
Dinelson Lamet,- - -,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dinelson Lamet,17186,659275
Jalen Beeks,TBR,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jalen Beeks,17192,656222
Sam Coonrod,NYM,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Sam Coonrod,17264,656322
Ranger Suárez,PHI,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ranger Suarez,17277,624133
Thomas Pannone,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Thomas Pannone,17281,623381
Michael Kopech,CHW,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Michael Kopech,17282,656629
Javy Guerra,- - -,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Javy Guerra,17292,642770
Framber Valdez,HOU,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Framber Valdez,17295,664285
Justin Steele,CHC,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Justin Steele,17312,657006
Josh Taylor,KCR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Josh Taylor,17359,657031
Matt Gage,HOU,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Matt Gage,17381,657424
Jeff Hoffman,PHI,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jeff Hoffman,17432,656546
Jonathan Hernández,TEX,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jonathan Hernandez,17464,642546
Jack Flaherty,- - -,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jack Flaherty,17479,656427
Daniel Duarte,CIN,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Daniel Duarte,17480,650960
Albert Abreu,NYY,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Albert Abreu,17485,656061
Spenser Watkins,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Spenser Watkins,17489,657093
Génesis Cabrera,- - -,61,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Genesis Cabrera,17490,650893
Diego Castillo,SEA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Diego Castillo,17496,650895
Jimmy Herget,LAA,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jimmy Herget,17556,623474
Tanner Scott,MIA,74,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tanner Scott,17586,656945
Mitch Keller,PIT,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Mitch Keller,17594,656605
Cristian Javier,HOU,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Cristian Javier,17606,664299
Tanner Rainey,WSN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tanner Rainey,17610,663432
Taylor Clarke,KCR,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Taylor Clarke,17611,664199
Justin Lawrence,COL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Justin Lawrence,17639,664875
Jeffrey Springs,TBR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jeffrey Springs,17677,605488
Jose Cuas,- - -,72,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose Cuas,17701,621016
Trevor Megill,MIL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Trevor Megill,17722,656730
Nabil Crismatt,- - -,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nabil Crismatt,17732,622503
Evan Phillips,LAD,62,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Evan Phillips,17734,623465
Tyler Alexander,DET,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tyler Alexander,17735,641302
Drew Smith,NYM,63,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Drew Smith,17755,622098
Angel Perdomo,PIT,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Angel Perdomo,17759,622780
José Alvarado,PHI,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose Alvarado,17780,621237
Trey Wingenter,DET,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Trey Wingenter,17793,622259
Adbert Alzolay,CHC,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Adbert Alzolay,17859,640470
José Rodríguez,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose Rodriguez,17860,642578
Ian Gibaut,CIN,74,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ian Gibaut,17871,664139
Nestor Cortes,NYY,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nestor Cortes,17874,641482
Brett Kennedy,CIN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brett Kennedy,17877,664028
Dennis Santana,NYM,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dennis Santana,17878,642701
Tayler Saucedo,SEA,52,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tayler Saucedo,17888,642048
Garrett Cleavinger,TBR,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Garrett Cleavinger,17897,664076
Trent Thornton,- - -,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Trent Thornton,17948,663423
Tyler Gilbert,ARI,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tyler Gilbert,17964,656457
Brock Burke,TEX,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Brock Burke,17968,656271
Peter Lambert,COL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Peter Lambert,17969,663567
Logan Webb,SFG,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Logan Webb,17995,657277
Pete Fairbanks,TBR,49,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Pete Fairbanks,17998,664126
Triston McKenzie,CLE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Triston McKenzie,18000,663474
Phil Maton,HOU,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Phil Maton,18064,664208
Ryan Helsley,STL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ryan Helsley,18138,664854
Anthony Misiewicz,- - -,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Anthony Misiewicz,18152,664948
James Naile,STL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,James Naile,18186,664942
Tyler Kinley,COL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tyler Kinley,18297,641755
Andrew Suárez,STL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Andrew Suarez,18300,605498
Carson Fulmer,LAA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Carson Fulmer,18311,608334
Taylor Hearn,- - -,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Taylor Hearn,18325,621368
James Kaprielian,OAK,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,James Kaprielian,18331,621076
Alex Young,CIN,63,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Alex Young,18333,622065
Josh Staumont,KCR,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Josh Staumont,18335,622251
Nick Anderson,ATL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nick Anderson,18337,623433
Jaime Barria,LAA,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jaime Barria,18356,642545
Connor Overton,CIN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Connor Overton,18376,656818
Michael Soroka,ATL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Michael Soroka,18383,647336
Enyel De Los Santos,CLE,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Enyel De Los Santos,18403,660853
José Urquidy,HOU,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose Urquidy,18413,664353
Tyler Cyr,LAD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tyler Cyr,18421,664202
Danny Young,ATL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Danny Young,18439,664849
Trevor Kelley,TBR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Trevor Kelley,18454,665001
Kenta Maeda,MIN,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Kenta Maeda,18498,628317
Phil Bickford,- - -,61,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Phil Bickford,18519,641360
Dylan Cease,CHW,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dylan Cease,18525,656302
Sam Hentges,CLE,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Sam Hentges,18548,656529
Enmanuel De Jesus,MIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Enmanuel De Jesus,18554,646241
Hector Perez,TBR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Hector Perez,18592,660431
Hobie Harris,WSN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Hobie Harris,18615,665048
A.J. Minter,ATL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,A.J. Minter,18655,621345
Jake Woodford,STL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jake Woodford,18674,663765
Freddy Peralta,MIL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Freddy Peralta,18679,642547
Sandy Alcantara,MIA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Sandy Alcantara,18684,645261
Kolby Allard,ATL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Kolby Allard,18694,663465
Miguel Díaz,DET,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Miguel Diaz,18815,622766
Pedro Avila,SDP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Pedro Avila,18864,658648
Zack Burdi,TBR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Zack Burdi,19159,641420
Kirby Snead,OAK,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Kirby Snead,19179,669912
José Quijada,LAA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jose Quijada,19200,650671
Jesse Scholtens,CHW,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jesse Scholtens,19205,669947
Dakota Hudson,STL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dakota Hudson,19206,641712
Mitch White,TOR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Mitch White,19225,669952
Cole Irvin,BAL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Cole Irvin,19244,608344
Seranthony Domínguez,PHI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Seranthony Dominguez,19249,622554
Ian Hamilton,NYY,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ian Hamilton,19261,641656
Thomas Hatch,- - -,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Thomas Hatch,19264,641672
Jacob Webb,- - -,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jacob Webb,19274,657097
Nick Hernandez,SDP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nick Hernandez,19281,663321
Zac Gallen,ARI,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Zac Gallen,19291,668678
Nick Solak,- - -,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Nick Solak,19294,669256
Trevor Richards,TOR,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Trevor Richards,19309,670950
Cal Quantrill,CLE,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Cal Quantrill,19312,615698
Matt Krook,NYY,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Matt Krook,19315,640454
Eric Lauer,MIL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Eric Lauer,19316,641778
Joey Lucchesi,NYM,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Joey Lucchesi,19320,664192
Matt Festa,SEA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Matt Festa,19330,670036
Richard Lovelady,OAK,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Richard Lovelady,19337,663992
A.J. Puk,MIA,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,A.J. Puk,19343,640462
Caleb Ferguson,LAD,68,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Caleb Ferguson,19349,657571
Dean Kremer,BAL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dean Kremer,19350,665152
Lucas Erceg,OAK,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Lucas Erceg,19360,668674
Corbin Burnes,MIL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Corbin Burnes,19361,669203
Keegan Akin,BAL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Keegan Akin,19362,669211
Tony Gonsolin,LAD,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Tony Gonsolin,19388,664062
Colin Poche,TBR,66,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Colin Poche,19403,621363
Ronel Blanco,HOU,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Ronel Blanco,19407,669854
Dane Dunning,TEX,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dane Dunning,19409,641540
Shane Bieber,CLE,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Shane Bieber,19427,669456
Yohan Ramírez,- - -,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Yohan Ramirez,19444,670990
Patrick Sandoval,LAA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Patrick Sandoval,19447,663776
Michael Rucker,CHC,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Michael Rucker,19454,621074
Jorge Alcala,MIN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jorge Alcala,19459,660896
Aaron Civale,- - -,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Aaron Civale,19479,650644
Andrew Vasquez,- - -,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Andrew Vasquez,19482,607755
Devin Smeltzer,MIA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Devin Smeltzer,19487,656970
Zach Jackson,OAK,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Zach Jackson,19493,667427
Jason Foley,DET,70,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jason Foley,19531,671345
Jimmy Lambert,CHW,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jimmy Lambert,19541,669424
Stephen Nogosek,NYM,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Stephen Nogosek,19545,668665
Geoff Hartlieb,MIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Geoff Hartlieb,19558,664129
David Bednar,PIT,66,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,David Bednar,19569,670280
JoJo Romero,STL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,JoJo Romero,19574,668941
Guillo Zuñiga,STL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Guillo Zuniga,19588,670871
Cionel Pérez,BAL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Cionel Perez,19614,672335
Jordan Hicks,- - -,65,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jordan Hicks,19618,663855
Kyle Wright,ATL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Kyle Wright,19665,657140
Gregory Soto,PHI,69,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Gregory Soto,19677,642397
Connor Seabold,COL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Connor Seabold,19695,657756
Dustin May,LAD,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Dustin May,19716,669160
Caleb Boushley,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Caleb Boushley,19736,676961
Jonathan Loáisiga,NYY,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Jonathan Loaisiga,19753,642528
Reiver Sanmartin,CIN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Reiver Sanmartin,19754,665665
Will Vest,DET,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,Will Vest,19769,676684
